PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1625_01,Europa,1,C/59/P,55 Cancri e,19,0,0,0,0,0,0,Weznif Patimonne,1
1625_02,Europa,0,C/59/P,TRAPPIST-1e,29,0,0,930,0,2113,98,Dabik Patimonne,0
1626_01,Earth,0,F/324/P,TRAPPIST-1e,19,0,,9,0,0,1,Raceky Logannon,0
1628_01,Europa,1,B/71/S,TRAPPIST-1e,47,0,0,0,0,0,0,Zauri Foraud,1
1630_01,Earth,1,G/252/S,PSO J318.5-22,1,0,0,0,0,0,0,Rayne Cofferson,1
1630_02,Earth,1,G/252/S,TRAPPIST-1e,4,0,0,0,0,0,0,Shery Cofferson,0
1630_03,Earth,0,F/309/S,TRAPPIST-1e,37,0,0,27,11,732,5,Elanda Cofferson,0
1631_01,Earth,0,E/118/S,TRAPPIST-1e,61,0,1215,32,0,0,362,Toniel Kennetty,0
1632_01,Europa,1,C/62/S,TRAPPIST-1e,32,0,0,,0,0,0,Cella Fatted,1
1633_01,Earth,1,G/261/P,TRAPPIST-1e,4,0,0,0,0,0,,Ferry Thony,1
1633_02,Earth,1,G/261/P,TRAPPIST-1e,16,0,0,0,0,0,0,Tyrony Thony,1
1634_01,Earth,1,G/253/S,55 Cancri e,25,0,0,0,0,0,0,Armen Conleydenan,0
1635_01,Earth,0,F/325/P,TRAPPIST-1e,22,0,1300,0,,0,1134,Iandy Tuckers,0
1636_01,Earth,0,G/254/S,TRAPPIST-1e,41,0,139,666,6,71,25,Daisya Connelson,0
1637_01,Earth,1,G/255/S,TRAPPIST-1e,25,0,0,0,0,0,0,Leony Ricews,1
1638_01,Earth,0,E/119/S,TRAPPIST-1e,19,0,414,0,66,307,0,Roydo Ballocks,0
1640_01,Earth,0,G/262/P,TRAPPIST-1e,21,0,305,0,1,618,2,Essara Scotterkins,1
1644_01,Earth,0,F/327/P,55 Cancri e,14,0,0,2,0,0,794,Lavey Waltonnedy,0
1645_01,,1,,55 Cancri e,18,0,0,0,0,0,0,Andace Thonyderson,0
1646_01,Earth,0,G/264/P,TRAPPIST-1e,34,0,0,0,885,0,0,Marily Monroellynn,1
1647_01,Earth,0,F/328/P,TRAPPIST-1e,33,0,954,0,10,3,2,Juanna Fisheparks,0
1649_01,Earth,1,G/265/P,55 Cancri e,14,0,0,0,0,0,0,Diandi Hinglendez,0
1650_01,Earth,1,G/258/S,55 Cancri e,28,0,0,0,0,0,0,Walla Hodes,1
1651_01,Earth,1,G/266/P,PSO J318.5-22,43,0,0,0,0,,0,Camina Wonglasquez,0
1651_02,Earth,0,G/266/P,55 Cancri e,3,0,0,0,0,0,0,Ebonyd Lynnerett,1
1651_03,Earth,1,G/266/P,PSO J318.5-22,0,0,0,0,0,0,0,Deanny Wonglasquez,1
1653_01,Europa,0,A/19/S,,47,0,4,1303,830,774,2,Phernar Oderient,0
1655_01,Earth,0,,TRAPPIST-1e,28,0,3202,,0,0,5,Karay Dicksons,0
1655_02,Earth,0,F/310/S,TRAPPIST-1e,40,0,0,807,0,0,0,Nadie Dicksons,1
1656_01,Earth,0,F/311/S,TRAPPIST-1e,17,0,1,160,37,0,,Keithy Mallerez,0
1657_01,Earth,0,G/267/P,TRAPPIST-1e,21,0,0,0,218,109,5321,Shally Alest,0
1658_01,Mars,0,F/312/S,TRAPPIST-1e,,0,1150,0,6,4,0,Sallos Part,1
1659_01,Earth,0,F/313/S,TRAPPIST-1e,41,0,0,82,3,0,718,Rayle Pugherman,0
1660_01,Earth,,E/122/S,TRAPPIST-1e,20,0,0,1,0,905,0,Estina Cardner,0
1661_01,Europa,0,A/20/S,TRAPPIST-1e,56,0,0,0,0,0,0,Arin Fringh,0
1661_02,Europa,0,A/20/S,TRAPPIST-1e,57,0,0,62,0,2136,178,Almino Earmeter,0
1661_03,Europa,1,A/20/S,TRAPPIST-1e,48,0,0,0,0,0,0,Quarkib Fringh,1
1661_04,Europa,0,A/20/S,TRAPPIST-1e,37,0,0,2390,0,1306,,Branev Fringh,0
1662_01,Earth,0,F/314/S,PSO J318.5-22,20,0,127,0,0,542,0,Wenise Sterson,0
1663_01,Earth,1,G/268/P,PSO J318.5-22,36,0,0,0,0,0,0,Carita Villenson,1
1666_01,Europa,0,D/59/S,TRAPPIST-1e,38,0,158,787,2820,,86,Askedus Retefule,1
1668_01,Earth,0,F/316/S,TRAPPIST-1e,22,0,2,0,6,101,536,Millia Watsongley,0
1669_01,Mars,0,F/317/S,TRAPPIST-1e,31,0,2436,0,147,16,0,Flams Spane,0
1669_02,Mars,1,F/317/S,TRAPPIST-1e,0,0,0,0,0,0,0,Spuffs Spane,1
1669_03,Mars,0,F/317/S,55 Cancri e,21,0,1481,0,881,0,0,Pokix Perte,0
1670_01,Earth,0,G/269/P,TRAPPIST-1e,49,0,0,67,213,2,1442,Aleen Sancasey,0
1670_02,Earth,1,G/269/P,TRAPPIST-1e,44,0,0,0,0,0,0,Jordy Sancasey,0
1671_01,Europa,0,B/73/S,55 Cancri e,,0,0,859,0,6704,64,Muonan Mosteraked,0
1672_01,Earth,0,F/318/S,TRAPPIST-1e,29,0,7,0,0,797,0,Elicia Solivers,0
1673_01,Earth,0,F/330/P,55 Cancri e,16,0,876,0,5,1,16,Benny Perrerojass,0
1674_01,Earth,1,G/260/S,PSO J318.5-22,20,0,0,0,0,0,0,,0
1676_01,Earth,1,G/270/P,TRAPPIST-1e,26,0,0,0,0,0,0,Pennie Staffersby,0
1677_01,Earth,0,E/103/P,TRAPPIST-1e,19,0,5,87,0,0,,Warry Robins,0
1681_01,Earth,0,G/261/S,TRAPPIST-1e,34,0,1,89,0,793,0,Tonia Englence,0
1682_01,Mars,1,F/331/P,TRAPPIST-1e,38,0,0,0,0,0,0,Miten Watte,1
1685_01,Earth,0,,55 Cancri e,51,0,0,260,91,0,264,Sanda Dillestron,0
1685_02,Earth,0,G/272/P,55 Cancri e,7,0,0,0,0,0,0,Vana Dillestron,0
1685_03,Earth,1,G/272/P,TRAPPIST-1e,3,0,0,0,0,0,0,Camina Dillestron,1
1687_01,Mars,0,F/334/P,TRAPPIST-1e,26,1,714,450,208,0,44,Bases Batte,0
1688_01,Earth,0,E/124/S,TRAPPIST-1e,27,0,233,554,0,0,0,Tyle Webstenson,0
1688_02,Earth,1,,TRAPPIST-1e,7,0,,0,0,0,0,Claura Webstenson,0
1688_03,Earth,1,G/262/S,TRAPPIST-1e,19,0,,0,0,0,0,Line Webstenson,1
1690_01,Earth,0,F/335/P,TRAPPIST-1e,28,0,0,26,88,5,754,Heryle Paulllegory,0
1691_01,Mars,0,F/321/S,TRAPPIST-1e,27,0,3482,1234,1155,0,0,Sesh Giba,0
1694_01,Earth,1,G/263/S,PSO J318.5-22,31,0,0,,0,0,0,Iria Chavezalez,1
1695_01,Earth,0,G/264/S,TRAPPIST-1e,26,0,324,0,201,2,256,Fredy Moraleney,0
1696_01,Europa,0,B/55/P,TRAPPIST-1e,43,0,0,760,17,15331,427,Alam Iderinelay,0
1697_01,Earth,0,G/274/P,TRAPPIST-1e,23,,0,13,0,773,0,Hollie Blainson,0
1698_01,,1,E/125/S,PSO J318.5-22,14,0,0,0,0,0,0,Cakes Make,1
1699_01,Earth,0,F/336/P,55 Cancri e,47,0,0,574,0,0,68,Sall Barkeretton,1
1700_01,Europa,1,B/74/S,TRAPPIST-1e,17,0,0,0,0,0,0,Zavior Waring,1
1700_02,Europa,0,B/74/S,TRAPPIST-1e,64,0,0,4,0,6200,622,Solaron Waring,0
1704_01,Mars,0,D/60/S,TRAPPIST-1e,13,0,1112,0,687,0,3,Tors Breke,0
1704_02,Mars,0,D/60/S,55 Cancri e,18,0,86,1164,516,0,0,Allota Fincy,1
1705_01,Mars,0,E/126/S,TRAPPIST-1e,29,1,0,0,0,0,0,Barave Chake,0
1708_01,Earth,0,F/338/P,PSO J318.5-22,70,0,0,3,1,2,1290,Lavey Hopez,0
1709_01,Mars,0,F/326/S,TRAPPIST-1e,23,0,31,0,1247,0,47,Jurbet Minen,0
1709_02,Mars,0,D/61/S,TRAPPIST-1e,23,0,2210,0,89,0,0,Bet Minen,1
1709_03,Mars,0,,TRAPPIST-1e,35,0,1313,0,24,0,1,Bleark Minen,0
1709_04,Mars,0,E/127/S,TRAPPIST-1e,17,0,1744,0,136,8,8,Donut Minen,0
1709_05,Mars,1,F/326/S,TRAPPIST-1e,26,0,0,0,0,0,0,Fams Minen,1
1709_06,Mars,0,D/61/S,TRAPPIST-1e,15,0,1554,0,646,20,1241,Tyog Minen,0
1709_07,Mars,0,F/326/S,TRAPPIST-1e,19,0,285,54,1246,102,0,Cocowl Minen,0
1710_01,Earth,1,G/276/P,PSO J318.5-22,20,0,0,0,0,0,0,Andrey Mcgowaymond,1
1711_01,Earth,,F/327/S,TRAPPIST-1e,51,0,437,244,908,825,0,,0
1712_01,Mars,,F/339/P,TRAPPIST-1e,17,0,139,0,959,21,0,,0
1712_02,Mars,0,F/339/P,TRAPPIST-1e,27,0,103,1,49,2421,24,Cinets Pamca,0
1713_01,Earth,0,G/277/P,TRAPPIST-1e,43,0,84,726,2,0,0,Calvia Dyers,0
1714_01,Earth,0,G/265/S,TRAPPIST-1e,5,0,0,0,0,0,0,Lorian Parsoney,0
1715_01,Earth,1,G/266/S,TRAPPIST-1e,17,0,0,0,0,0,0,Camily Mirandry,0
1717_01,Earth,0,E/105/P,TRAPPIST-1e,40,0,813,0,473,236,0,Alicey Franankson,1
1717_02,Earth,0,E/105/P,TRAPPIST-1e,38,0,4,0,0,0,1679,Yola Fielsenders,0
1718_01,Earth,1,,TRAPPIST-1e,20,0,0,0,0,0,0,Elindy Reyervaney,1
1719_01,Earth,1,G/278/P,TRAPPIST-1e,13,0,0,0,,0,0,Kerryn Savaraldez,0
1721_01,Earth,0,F/341/P,TRAPPIST-1e,15,0,320,36,5,0,640,Frandy Alest,0
1723_01,Earth,0,E/128/S,TRAPPIST-1e,15,,852,0,0,135,0,Ivaney Holcompson,0
1724_01,Europa,0,A/21/S,55 Cancri e,59,0,8,1563,0,73,31,Hekark Diateous,1
1725_01,Earth,0,F/328/S,TRAPPIST-1e,24,0,0,201,0,0,603,Breney Wheelez,0
1727_01,Mars,1,F/342/P,,,0,0,0,0,0,0,Gibil Barte,1
1727_02,Mars,0,D/54/P,55 Cancri e,52,0,1279,0,1061,359,0,Emoles Barte,0
1728_01,Earth,0,G/280/P,TRAPPIST-1e,38,0,553,0,0,87,243,Elle Bakerson,0
1729_01,Earth,0,F/343/P,TRAPPIST-1e,26,0,21,0,499,568,0,Billya Merce,1
1730_01,Earth,0,E/106/P,55 Cancri e,17,0,68,0,0,0,795,Elson Curton,1
1731_01,Earth,1,G/281/P,PSO J318.5-22,17,0,0,0,0,0,0,Alfrey Santry,1
1731_02,Earth,0,G/281/P,55 Cancri e,20,0,1,808,0,0,0,Lestie Santry,1
1733_01,Earth,0,F/344/P,TRAPPIST-1e,15,0,1336,108,0,0,0,Stevey Chanan,0
1734_01,Earth,1,G/283/P,TRAPPIST-1e,30,0,0,0,0,0,0,Guadae Patrichane,1
1736_01,Earth,1,G/284/P,PSO J318.5-22,22,0,0,0,0,0,0,Therry Blancoy,0
1738_01,Earth,0,E/129/S,TRAPPIST-1e,18,0,0,0,19,467,,Rosey Sawyerson,0
1738_02,Earth,1,G/268/S,55 Cancri e,22,0,0,0,0,0,0,Wenny Sawyerson,1
1739_01,Earth,1,G/269/S,PSO J318.5-22,20,0,0,0,0,0,0,Wine Jarvey,1
1740_01,Earth,0,G/270/S,TRAPPIST-1e,22,0,762,13,10,0,0,Eillis Torrez,0
1742_01,Mars,0,D/55/P,PSO J318.5-22,34,1,49,478,387,0,0,Anack Trad,0
1745_01,Europa,0,E/130/S,TRAPPIST-1e,28,0,0,1310,0,221,6064,,0
1746_01,Mars,1,F/331/S,TRAPPIST-1e,50,0,0,0,0,0,0,Clers Bache,1
1747_01,Earth,0,G/271/S,55 Cancri e,19,0,0,0,496,13,0,Line Santantines,1
1748_01,Earth,0,G/287/P,TRAPPIST-1e,21,0,0,0,0,2,807,Jeresa Burchrison,0
1748_02,Earth,0,G/287/P,TRAPPIST-1e,0,0,0,0,0,0,0,Erice Burchrison,0
1748_03,Earth,0,G/287/P,TRAPPIST-1e,4,0,0,0,0,0,0,Keithy Burchrison,1
1749_01,Earth,1,G/288/P,PSO J318.5-22,59,0,0,0,0,0,0,Monald Coley,0
1752_01,Earth,0,F/333/S,55 Cancri e,15,0,1006,1,0,0,308,Dell Chavezalez,1
1753_01,Earth,1,G/272/S,TRAPPIST-1e,24,0,0,0,0,0,0,Amela Moodson,1
1755_01,Earth,1,G/273/S,TRAPPIST-1e,26,0,0,0,0,0,0,Leneva Mulley,0
1757_01,Earth,0,F/334/S,TRAPPIST-1e,67,0,26,809,0,39,26,Juline Bradamss,0
1758_01,Earth,0,G/274/S,TRAPPIST-1e,55,0,587,0,0,318,3,Maril Fielsenders,0
1760_01,Earth,0,F/336/S,TRAPPIST-1e,50,0,742,21,10,26,4,Elicey Cardsay,0
1761_01,Earth,0,F/347/P,55 Cancri e,23,0,145,490,17,49,1,Ine Sweekstarks,0
1762_01,Earth,0,E/132/S,PSO J318.5-22,21,0,2400,7,0,20,0,Sylvin Casez,1
1762_02,Earth,0,G/275/S,,15,0,104,,0,174,253,Thery Casez,0
1763_01,Europa,0,E/133/S,TRAPPIST-1e,41,0,0,3240,0,59,0,Diskeon Stering,1
1764_01,Mars,1,F/337/S,TRAPPIST-1e,59,0,0,0,0,0,0,Gies Laai,1
1764_02,Mars,0,E/134/S,TRAPPIST-1e,18,0,0,0,0,0,0,Cin Laai,0
1766_01,Earth,0,F/338/S,55 Cancri e,21,0,112,0,0,0,1333,Ronne Adavisons,0
1767_01,Europa,1,C/65/S,55 Cancri e,14,0,0,0,0,0,0,Hekaron Gleroling,1
1767_02,Europa,0,C/65/S,TRAPPIST-1e,50,0,3677,782,0,6,1168,Decruxa Stewder,1
1767_03,Europa,0,C/65/S,TRAPPIST-1e,32,0,2973,3368,124,57,42,Coxatik Gleroling,1
1767_04,Europa,1,C/65/S,TRAPPIST-1e,46,0,0,0,0,0,0,Coxah Gleroling,1
1768_01,Earth,0,G/276/S,TRAPPIST-1e,,0,0,24,0,732,0,Artis Beckeey,0
1769_01,Mars,1,F/339/S,TRAPPIST-1e,58,0,0,0,0,0,0,Choney Sinda,1
1770_01,Europa,1,B/75/S,55 Cancri e,15,0,0,0,0,0,0,Tauxon Wincer,1
1771_01,Earth,0,G/291/P,TRAPPIST-1e,35,0,0,338,436,,0,Antone Cardner,1
1772_01,Mars,0,F/348/P,TRAPPIST-1e,30,0,1220,0,49,39,0,Cheats Butty,0
1774_01,Mars,1,E/135/S,TRAPPIST-1e,30,0,0,0,0,0,0,Anakes Canie,1
1775_01,Earth,0,G/277/S,TRAPPIST-1e,43,0,0,0,870,0,14,Murie Mejiaddox,1
1776_01,Earth,0,G/278/S,TRAPPIST-1e,21,0,0,0,809,0,0,Lynnon Wolffy,0
1778_01,Earth,1,G/279/S,PSO J318.5-22,15,0,0,0,0,0,0,Stanya Adkinson,0
1779_01,Earth,0,F/349/P,55 Cancri e,37,0,164,603,0,0,11,Evan Hermanapp,1
1781_01,Europa,0,C/66/S,55 Cancri e,28,0,0,11026,0,0,12,Alballa Brailidy,1
1782_01,Earth,1,,TRAPPIST-1e,28,0,0,0,0,0,0,Stald Moodson,0
1782_02,Earth,0,F/341/S,TRAPPIST-1e,40,,596,,135,73,0,Carold Moodson,0
1783_01,Earth,0,G/281/S,55 Cancri e,42,0,28,0,0,0,591,Carma Garnettiz,0
1783_02,Earth,1,G/281/S,PSO J318.5-22,21,0,0,0,0,,0,Francy Garnettiz,0
1785_01,Mars,1,E/107/P,55 Cancri e,31,0,0,0,0,,0,Miten Kniva,0
1786_01,Earth,0,F/342/S,TRAPPIST-1e,51,0,28,94,0,34,638,Violey Jacostaney,0
1792_01,Mars,0,F/352/P,TRAPPIST-1e,73,0,27,2,71,1208,0,Duckes Brazo,0
1796_01,Europa,1,C/67/S,TRAPPIST-1e,26,,0,0,0,0,0,Alcyon Hariourcal,1
1797_01,Europa,1,B/57/P,55 Cancri e,33,0,0,0,0,0,0,Dhenar Blanspe,1
1798_01,Earth,0,E/137/S,TRAPPIST-1e,39,0,1,275,33,376,105,Bel Mcfarley,0
1799_01,Earth,0,G/295/P,TRAPPIST-1e,19,,5,639,0,84,180,Shalle Leonaldez,0
1800_01,Earth,0,G/283/S,55 Cancri e,12,0,0,0,0,0,0,Jarena Goffey,1
1800_02,Earth,1,G/283/S,55 Cancri e,10,0,0,0,0,0,0,Nelle Goffey,0
1800_03,Earth,1,G/283/S,TRAPPIST-1e,0,0,0,0,0,0,0,Vick Goffey,0
1800_04,Earth,0,G/283/S,TRAPPIST-1e,0,0,0,0,0,0,0,Annah Morsentley,1
1800_05,Earth,1,G/283/S,TRAPPIST-1e,1,0,0,0,0,0,0,Wandy Goffey,1
1802_01,Earth,0,E/109/P,TRAPPIST-1e,33,0,0,0,2,787,1,Alley Brantuarez,0
1803_01,Earth,0,F/354/P,55 Cancri e,23,0,0,169,0,553,0,Nelsie Puckley,0
1804_01,Mars,1,F/355/P,TRAPPIST-1e,5,0,0,0,0,0,0,Minies Curle,1
1805_01,Earth,1,G/284/S,TRAPPIST-1e,24,0,0,0,0,0,0,Doryn Bradlerson,1
1806_01,Mars,0,E/138/S,TRAPPIST-1e,26,0,0,0,0,0,0,Goos Hotte,0
1807_01,Europa,0,B/58/P,55 Cancri e,30,0,0,3722,4,140,4045,Ainor Ingetrody,0
1808_01,Earth,0,F/346/S,TRAPPIST-1e,33,0,0,763,8,2,30,Rician Pollarkeeks,0
1810_01,Mars,0,F/356/P,TRAPPIST-1e,56,0,4694,0,2661,51,0,Whee Ruité,0
1811_01,Earth,1,G/285/S,PSO J318.5-22,25,0,0,0,0,0,0,Gerry Georgasey,1
1811_02,Earth,0,F/347/S,TRAPPIST-1e,,,928,20,0,0,0,Gerek Georgasey,0
1812_01,,0,F/357/P,TRAPPIST-1e,25,0,9,852,73,12,57,Agnesa Hickson,1
1813_01,Earth,0,F/358/P,55 Cancri e,18,0,0,0,454,0,263,Allara Cainghannon,0
1816_01,Europa,0,C/68/S,TRAPPIST-1e,60,1,1891,640,0,360,52,Naosura Dicomeng,1
1816_02,Europa,0,C/68/S,TRAPPIST-1e,41,0,0,2334,1,6,23,Shail Tertchty,1
1817_01,Earth,0,F/349/S,PSO J318.5-22,16,0,112,0,38,77,443,Marky Lanks,0
1818_01,Earth,1,G/297/P,TRAPPIST-1e,17,0,0,0,0,0,0,Felia Portananney,1
1821_01,Earth,0,G/298/P,TRAPPIST-1e,26,0,,4,361,0,19,Ronna Cohendright,0
1822_01,Earth,0,G/299/P,TRAPPIST-1e,31,0,2,811,0,0,0,Charly Mirez,1
1823_01,,0,,TRAPPIST-1e,67,0,143,68,496,182,9,Loree Byerson,1
1826_01,Earth,0,F/351/S,55 Cancri e,16,0,,231,569,2,0,Mollen Lewintos,0
1827_01,Earth,0,F/352/S,55 Cancri e,24,0,0,94,1,56,427,Chrisa Norrison,0
1828_01,Earth,0,F/361/P,,19,0,0,1333,3,624,254,Thelix Hultz,1
1829_01,Europa,0,D/56/P,55 Cancri e,48,0,0,3578,80,123,,,1
1829_02,Europa,0,D/56/P,TRAPPIST-1e,30,0,1,6398,0,2,295,Propsh Clumshangs,1
1829_03,Europa,0,D/56/P,TRAPPIST-1e,22,0,0,8882,21,2204,19,Luxion Clumshangs,1
1829_04,Europa,0,D/56/P,TRAPPIST-1e,28,1,0,4424,3,207,1572,Hadiram Gloother,1
1829_05,Europa,1,D/56/P,55 Cancri e,23,0,0,0,0,0,0,Atrinon Persed,1
1829_06,Europa,0,D/56/P,TRAPPIST-1e,29,0,0,699,0,0,1955,Ankark Persed,0
1831_01,Earth,1,G/288/S,TRAPPIST-1e,22,0,0,0,0,0,,Almary Gordanieves,0
1833_01,Europa,0,C/61/P,55 Cancri e,48,0,140,127,0,4102,521,Mirark Scoudelle,0
1834_01,Mars,0,F/354/S,,26,0,17,0,1582,0,0,,1
1836_01,Earth,0,F/362/P,TRAPPIST-1e,23,0,1639,1218,0,1,0,Ronne Meleon,1
1841_01,Earth,0,F/365/P,TRAPPIST-1e,55,0,1104,0,0,0,0,Ivaney Flynney,0
1843_01,Europa,0,E/112/P,TRAPPIST-1e,46,0,2249,153,137,,194,Saxinon Unaasor,0
1844_01,Earth,0,F/355/S,PSO J318.5-22,38,0,0,0,0,0,1381,Andan Stannondez,0
1844_02,Earth,1,G/289/S,TRAPPIST-1e,2,0,0,0,0,0,0,Garley Stannondez,1
1844_03,Earth,1,G/289/S,TRAPPIST-1e,3,0,0,0,0,0,0,Winia Stannondez,1
1846_01,Earth,0,F/366/P,TRAPPIST-1e,20,0,0,0,0,788,16,Elicia Mejiamsey,0
1847_01,Earth,0,G/290/S,TRAPPIST-1e,65,0,5,317,,0,123,Jaimez Tuckers,0
1848_01,Earth,0,G/291/S,TRAPPIST-1e,,0,181,0,2,0,663,Hellia Gilleranks,0
1849_01,Earth,0,F/367/P,TRAPPIST-1e,25,0,113,0,0,1282,0,Antone Sellentry,0
1850_01,Earth,0,F/356/S,PSO J318.5-22,54,0,0,316,257,0,0,Troya Schwardson,0
1850_02,Earth,0,F/356/S,55 Cancri e,25,0,0,0,1,735,25,Leene Schwardson,0
1853_01,Earth,1,G/302/P,TRAPPIST-1e,14,0,0,0,0,0,0,Annez Webstenson,1
1854_01,Europa,0,A/22/S,55 Cancri e,53,0,0,13527,0,0,771,Gorab Unprive,1
1855_01,Earth,1,G/303/P,TRAPPIST-1e,0,0,0,0,0,0,0,Ellena Jenson,1
1855_02,Earth,0,E/113/P,TRAPPIST-1e,39,0,0,43,864,0,85,Mabela Jenson,0
1856_01,Earth,0,F/368/P,TRAPPIST-1e,22,0,8,710,0,27,0,Adriet Combson,1
1857_01,Mars,0,D/63/S,55 Cancri e,31,0,120,0,657,52,0,Pios Emone,0
1859_01,Mars,1,F/357/S,,24,0,0,0,0,0,0,Slix Seen,1
1860_01,Europa,0,A/13/P,TRAPPIST-1e,35,1,0,1,0,0,3156,Caiah Headfair,0
1860_02,Europa,0,A/13/P,55 Cancri e,35,0,95,3441,0,391,318,Krazet Headfair,0
1861_01,Mars,1,F/358/S,TRAPPIST-1e,32,0,0,0,0,0,0,Choney Clake,1
1861_02,Mars,0,F/358/S,TRAPPIST-1e,61,0,953,415,974,0,133,Apix Clake,0
1863_01,Earth,0,F/370/P,55 Cancri e,58,0,14,0,1081,0,0,Bony Handertiz,1
1864_01,Mars,0,D/64/S,TRAPPIST-1e,26,0,1752,22,0,4,,Hone Erflé,0
1865_01,Earth,1,G/292/S,TRAPPIST-1e,4,,0,0,0,0,0,Elanda Roses,0
1865_02,Earth,0,G/292/S,TRAPPIST-1e,1,0,0,0,0,0,0,Dandra Roses,0
1865_03,Earth,0,G/292/S,TRAPPIST-1e,8,0,0,0,0,0,0,Idary Owery,1
1865_04,Earth,0,G/292/S,TRAPPIST-1e,7,0,0,0,0,0,,,0
1865_05,Earth,,G/292/S,TRAPPIST-1e,25,0,0,60,0,646,1115,Terly Roses,0
1865_06,,0,G/292/S,TRAPPIST-1e,6,0,0,0,0,0,0,Racyle Roses,0
1866_01,Earth,0,F/371/P,TRAPPIST-1e,29,0,0,0,0,0,865,Billey Wolffy,0
1868_01,Mars,1,F/372/P,TRAPPIST-1e,64,0,0,0,0,0,0,Sug Fincy,1
1871_01,Europa,0,C/70/S,TRAPPIST-1e,31,,0,1983,0,172,52,Aston Spedlybood,1
1872_01,Mars,1,E/139/S,TRAPPIST-1e,25,0,0,0,0,0,0,Stote Wala,0
1873_01,Earth,1,G/293/S,TRAPPIST-1e,30,0,0,,0,0,0,Shalle Barrison,1
1874_01,Earth,1,G/305/P,TRAPPIST-1e,0,0,0,0,0,0,0,Armene Woodgezalez,0
1874_02,Earth,,F/374/P,PSO J318.5-22,29,0,0,0,0,486,1479,Vanley Woodgezalez,0
1877_01,Earth,0,G/306/P,TRAPPIST-1e,37,0,28,25,26,806,3,Raque Ellahan,0
1878_01,Earth,0,F/375/P,TRAPPIST-1e,49,0,0,0,0,724,0,Fanna Chenson,0
1879_01,Europa,0,D/58/P,TRAPPIST-1e,36,0,0,583,1789,19,1009,Alhair Inderly,0
1880_01,Earth,0,F/376/P,55 Cancri e,20,0,470,128,0,0,9,Valey Clean,0
1881_01,Earth,0,F/377/P,TRAPPIST-1e,20,0,2215,0,0,86,0,Samie Valey,1
1882_01,Europa,,C/71/S,55 Cancri e,18,0,0,16263,72,0,15,Magnon Antcal,1
1882_02,Europa,1,,55 Cancri e,17,0,0,0,0,0,0,Phonons Antcal,1
1884_01,Mars,1,E/140/S,TRAPPIST-1e,48,0,0,0,0,0,0,Whers Meake,0
1886_01,Earth,0,E/141/S,TRAPPIST-1e,26,0,0,3,176,611,0,Briane Morrows,0
1887_01,Earth,0,G/295/S,TRAPPIST-1e,35,0,0,88,718,46,0,Wilmay Pooley,0
1888_01,Earth,0,F/361/S,TRAPPIST-1e,30,0,116,0,0,728,29,Benda Barrelliver,1
1889_01,Earth,0,F/378/P,TRAPPIST-1e,22,0,0,0,22,0,702,Vandy Hewson,0
1889_02,Earth,1,G/307/P,TRAPPIST-1e,5,0,0,0,0,0,0,Lerome Hewson,0
1890_01,Earth,1,G/308/P,55 Cancri e,43,0,0,0,0,0,0,Beathy Englence,0
1891_01,Mars,1,E/142/S,TRAPPIST-1e,52,0,0,0,0,0,0,,0
1892_01,Europa,0,D/59/P,TRAPPIST-1e,50,0,5,809,0,309,731,Coxark Couseced,1
1892_02,Europa,0,,TRAPPIST-1e,29,0,4,841,0,363,1107,Ashira Stpingepid,1
1892_03,Europa,0,D/59/P,55 Cancri e,19,0,0,748,158,5037,44,Schird Stpingepid,0
1897_01,Europa,0,C/72/S,55 Cancri e,39,0,0,10153,1,78,5063,Zaurion Gocent,1
1897_02,Europa,0,C/72/S,TRAPPIST-1e,38,0,0,354,0,1806,0,Arino Gocent,1
1898_01,Earth,1,G/296/S,55 Cancri e,21,0,,0,0,0,0,Walles Fishopper,0
1899_01,Earth,0,G/297/S,PSO J318.5-22,25,0,11,44,397,0,0,Sylvin Curton,0
1901_01,Europa,1,A/14/P,55 Cancri e,42,0,0,0,0,0,0,Castork Tractive,1
1901_02,Europa,1,A/14/P,55 Cancri e,36,0,0,0,0,0,0,Neshath Tractive,1
1902_01,Earth,0,G/298/S,TRAPPIST-1e,19,0,42,0,345,1431,0,Benny Carvis,0
1903_01,Earth,1,G/309/P,TRAPPIST-1e,42,0,0,0,0,0,0,Brina Loway,0
1905_01,Earth,0,F/364/S,55 Cancri e,40,0,1465,39,0,0,1225,Kimena Torrez,0
1906_01,Earth,1,G/299/S,TRAPPIST-1e,14,0,0,0,0,0,0,Claura Booneid,0
1907_01,Europa,0,D/60/P,TRAPPIST-1e,50,0,,1810,0,126,247,Axionif Neceriont,0
1908_01,Mars,0,E/115/P,TRAPPIST-1e,18,0,1218,0,34,1095,0,Herms Chcak,0
1911_01,Earth,0,G/300/S,TRAPPIST-1e,46,0,8,652,0,5,90,Dia Cartez,0
1915_01,Earth,0,E/116/P,TRAPPIST-1e,,0,0,51,0,37,704,Letta Hurchez,0
1916_01,Europa,1,D/61/P,TRAPPIST-1e,15,0,0,0,0,0,0,Cheddin Castery,1
1916_02,Europa,0,D/61/P,55 Cancri e,22,0,1744,79,0,12,1514,,0
1918_01,Europa,1,A/23/S,TRAPPIST-1e,0,0,0,0,0,0,0,Nesham Assibler,0
